CBSA	MDIV	STCOU	POPESTIMATE2009	NAME
49660		39155	210157	Trumbull County, OH
49660		42085	116071	Mercer County, PA
49700			165539	Yuba City, CA
49700		6101	92614	Sutter County, CA
49700		6115	72925	Yuba County, CA
49740			196972	Yuma, AZ
49740		4027	196972	Yuma County, AZ
 				
				Micropolitan Statistical Area
				
10020			56141	Abbeville, LA
10020		22113	56141	Vermilion Parish, LA
10100			39139	Aberdeen, SD
10100		46013	35204	Brown County, SD
10100		46045	3935	Edmunds County, SD
10140			71797	Aberdeen, WA
10140		53027	71797	Grays Harbor County, WA
10220			37422	Ada, OK
10220		40123	37422	Pontotoc County, OK
10300			99837	Adrian, MI
10300		26091	99837	Lenawee County, MI
10460			63201	Alamogordo, NM
10460		35035	63201	Otero County, NM
10540			116584	Albany-Lebanon, OR
10540		41043	116584	Linn County, OR
10620			59794	Albemarle, NC
10620		37167	59794	Stanly County, NC
10660			31002	Albert Lea, MN
10660		27047	31002	Freeborn County, MN
10700			90399	Albertville, AL
10700		1095	90399	Marshall County, AL
10760			51564	Alexander City, AL
10760		1037	10556	Coosa County, AL
10760		1123	41008	Tallapoosa County, AL
10820			36390	Alexandria, MN
10820		27041	36390	Douglas County, MN
10860			41001	Alice, TX
10860		48249	41001	Jim Wells County, TX
10880			113449	Allegan, MI
10880		26005	113449	Allegan County, MI
10940			41948	Alma, MI
10940		26057	41948	Gratiot County, MI
10980			29289	Alpena, MI
10980		26007	29289	Alpena County, MI
11060			25369	Altus, OK
11060		40065	25369	Jackson County, OK
11140			36409	Americus, GA
11140		13249	4325	Schley County, GA
11140		13261	32084	Sumter County, GA
11220			48616	Amsterdam, NY
11220		36057	48616	Montgomery County, NY
11380			14057	Andrews, TX
11380		48003	14057	Andrews County, TX
11420			33579	Angola, IN
11420		18151	33579	Steuben County, IN
11580			35297	Arcadia, FL
11580		12027	35297	DeSoto County, FL
11620			57450	Ardmore, OK
11620		40019	48326	Carter County, OK
11620		40085	9124	Love County, OK
11660			23835	Arkadelphia, AR
11660		5019	23835	Clark County, AR
11740			55044	Ashland, OH
11740		39005	55044	Ashland County, OH
11780			100767	Ashtabula, OH
11780		39007	100767	Ashtabula County, OH
11820			37243	Astoria, OR
11820		41007	37243	Clatsop County, OR
11860			16411	Atchison, KS
11860		20005	16411	Atchison County, KS
11900			63026	Athens, OH
11900		39009	63026	Athens County, OH
11940			52739	Athens, TN
11940		47107	52739	McMinn County, TN
11980			78921	Athens, TX
11980		48213	78921	Henderson County, TX
12140			42060	Auburn, IN
12140		18033	42060	DeKalb County, IN
12180			79526	Auburn, NY
12180		36011	79526	Cayuga County, NY
12300			121090	Augusta-Waterville, ME
12300		23011	121090	Kennebec County, ME
12380			38215	Austin, MN
12380		27099	38215	Mower County, MN
12460			28838	Bainbridge, GA
12460		13087	28838	Decatur County, GA
12660			58922	Baraboo, WI
12660		55111	58922	Sauk County, WI
12740			58696	Barre, VT
12740		50023	58696	Washington County, VT
12780			50706	Bartlesville, OK
12780		40147	50706	Washington County, OK
12820			28223	Bastrop, LA
12820		22067	28223	Morehouse Parish, LA
12860			57868	Batavia, NY
12860		36037	57868	Genesee County, NY
12900			34634	Batesville, AR
12900		5063	34634	Independence County, AR
13060			36978	Bay City, TX
13060		48321	36978	Matagorda County, TX
13100			22653	Beatrice, NE
13100		31067	22653	Gage County, NE
13180			87335	Beaver Dam, WI
13180		55027	87335	Dodge County, WI
13220			79187	Beckley, WV
13220		54081	79187	Raleigh County, WV
13260			45842	Bedford, IN
13260		18093	45842	Lawrence County, IN
13300			32487	Beeville, TX
13300		48025	32487	Bee County, TX
13340			46582	Bellefontaine, OH
13340		39091	46582	Logan County, OH
13420			44350	Bemidji, MN
13420		27007	44350	Beltrami County, MN
13500			28783	Bennettsville, SC
13500		45069	28783	Marlboro County, SC
13540			36411	Bennington, VT
13540		50003	36411	Bennington County, VT
13620			37881	Berlin, NH-VT
13620		33007	31487	Coos County, NH
13620		50009	6394	Essex County, VT
13660			41775	Big Rapids, MI
13660		26107	41775	Mecosta County, MI
13700			32940	Big Spring, TX
13700		48227	32940	Howard County, TX
13860			17293	Bishop, CA
13860		6027	17293	Inyo County, CA
13940			44668	Blackfoot, ID
13940		16011	44668	Bingham County, ID
14100			82826	Bloomsburg-Berwick, PA
14100		42037	65111	Columbia County, PA
14100		42093	17715	Montour County, PA
14140			106828	Bluefield, WV-VA
14140		51185	44907	Tazewell County, VA
14140		54055	61921	Mercer County, WV
14180			46605	Blytheville, AR
14180		5093	46605	Mississippi County, AR
14220			45669	Bogalusa, LA
14220		22117	45669	Washington Parish, LA
14300			32999	Bonham, TX
14300		48147	32999	Fannin County, TX
14340			26072	Boone, IA
14340		19015	26072	Boone County, IA
14380			45479	Boone, NC
14380		37189	45479	Watauga County, NC
14420			21538	Borger, TX
14420		48233	21538	Hutchinson County, TX
14580			90343	Bozeman, MT
14580		30031	90343	Gallatin County, MT
14620			43196	Bradford, PA
14620		42083	43196	McKean County, PA
14660			91257	Brainerd, MN
14660		27021	28534	Cass County, MN
14660		27035	62723	Crow Wing County, MN
14700			79447	Branson, MO
14700		29209	31424	Stone County, MO
14700		29213	48023	Taney County, MO
14780			32893	Brenham, TX
14780		48477	32893	Washington County, TX
14820			30203	Brevard, NC
14820		37175	30203	Transylvania County, NC
14940			49902	Brigham City, UT
14940		49003	49902	Box Elder County, UT
15020			34830	Brookhaven, MS
15020		28085	34830	Lincoln County, MS
15060			21148	Brookings, OR
15060		41015	21148	Curry County, OR
15100			30056	Brookings, SD
15100		46011	30056	Brookings County, SD
15140			18881	Brownsville, TN
15140		47075	18881	Haywood County, TN
15220			38088	Brownwood, TX
15220		48049	38088	Brown County, TX
15340			43403	Bucyrus, OH
15340		39033	43403	Crawford County, OH
15420			40924	Burley, ID
15420		16031	21698	Cassia County, ID
15420		16067	19226	Minidoka County, ID
15460			48412	Burlington, IA-IL
15460		17071	7354	Henderson County, IL
15460		19057	41058	Des Moines County, IA
15580			32949	Butte-Silver Bow, MT
15580		30093	32949	Silver Bow County, MT
15620			46391	Cadillac, MI
15620		26113	14838	Missaukee County, MI
15620		26165	31553	Wexford County, MI
15660			53292	Calhoun, GA
15660		13129	53292	Gordon County, GA
15700			32043	Cambridge, MD
15700		24019	32043	Dorchester County, MD
15740			40054	Cambridge, OH
15740		39059	40054	Guernsey County, OH
15780			30628	Camden, AR
15780		5013	5196	Calhoun County, AR
15780		5103	25432	Ouachita County, AR
15820			24420	Campbellsville, KY
15820		21217	24420	Taylor County, KY
15860			47815	Canon City, CO
15860		8043	47815	Fremont County, CO
15900			36652	Canton, IL
15900		17057	36652	Fulton County, IL
16060			58103	Carbondale, IL
16060		17077	58103	Jackson County, IL
16100			52706	Carlsbad-Artesia, NM
16100		35015	52706	Eddy County, NM
16260			45280	Cedar City, UT
16260		49021	45280	Iron County, UT
16340			42298	Cedartown, GA
16340		13233	42298	Polk County, GA
16380			40666	Celina, OH
16380		39107	40666	Mercer County, OH
16420			31274	Central City, KY
16420		21177	31274	Muhlenberg County, KY
16460			39008	Centralia, IL
16460		17121	39008	Marion County, IL
16500			74741	Centralia, WA
16500		53041	74741	Lewis County, WA
16540			144994	Chambersburg, PA
16540		42055	144994	Franklin County, PA
16660			62781	Charleston-Mattoon, IL
16660		17029	52065	Coles County, IL
16660		17035	10716	Cumberland County, IL
16900			32410	Chester, SC
16900		45023	32410	Chester County, SC
17060			75972	Chillicothe, OH
17060		39141	75972	Ross County, OH
17200			42692	Claremont, NH
17200		33019	42692	Sullivan County, NH
17220			92441	Clarksburg, WV
17220		54017	7202	Doddridge County, WV
17220		54033	68911	Harrison County, WV
17220		54091	16328	Taylor County, WV
17260			26936	Clarksdale, MS
17260		28027	26936	Coahoma County, MS
17340			65279	Clearlake, CA
17340		6033	65279	Lake County, CA
17380			36766	Cleveland, MS
17380		28011	36766	Bolivar County, MS
17500			39594	Clewiston, FL
17500		12051	39594	Hendry County, FL
17540			48934	Clinton, IA
17540		19045	48934	Clinton County, IA
17580			44407	Clovis, NM
17580		35009	44407	Curry County, NM
17700			34254	Coffeyville, KS
17700		20125	34254	Montgomery County, KS
17740			44737	Coldwater, MI
17740		26023	44737	Branch County, MI
17940			84302	Columbia, TN
17940		47119	84302	Maury County, TN
18060			59658	Columbus, MS
18060		28087	59658	Lowndes County, MS
18100			32515	Columbus, NE
18100		31141	32515	Platte County, NE
18180			149071	Concord, NH
18180		33013	149071	Merrimack County, NH
18220			24101	Connersville, IN
18220		18041	24101	Fayette County, IN
18260			104366	Cookeville, TN
18260		47087	10875	Jackson County, TN
18260		47133	21060	Overton County, TN
18260		47141	72431	Putnam County, TN
18300			62795	Coos Bay, OR
18300		41011	62795	Coos County, OR
18340			38813	Corbin, KY
18340		21235	38813	Whitley County, KY
18380			22210	Cordele, GA
18380		13081	22210	Crisp County, GA
18420			35822	Corinth, MS
18420		28003	35822	Alcorn County, MS
18460			43613	Cornelia, GA
18460		13137	43613	Habersham County, GA
18500			96552	Corning, NY
18500		36101	96552	Steuben County, NY
18620			49440	Corsicana, TX
18620		48349	49440	Navarro County, TX
18660			47996	Cortland, NY
18660		36023	47996	Cortland County, NY
18740			35767	Coshocton, OH
18740		39031	35767	Coshocton County, OH
18820			37862	Crawfordsville, IN
18820		18107	37862	Montgomery County, IN
18860			29114	Crescent City, CA
18860		6015	29114	Del Norte County, CA
18900			54109	Crossville, TN
18900		47035	54109	Cumberland County, TN
18940			60095	Crowley, LA
18940		22001	60095	Acadia Parish, LA
18980			81778	Cullman, AL
18980		1043	81778	Cullman County, AL
19020			46502	Culpeper, VA
19020		51047	46502	Culpeper County, VA
19220			54435	Danville, KY
19220		21021	29263	Boyle County, KY
19220		21137	25172	Lincoln County, KY
19300			179878	Daphne-Fairhope-Foley, AL
19300		1003	179878	Baldwin County, AL
19540			34256	Decatur, IN
19540		18001	34256	Adams County, IN
19580			38432	Defiance, OH
19580		39039	38432	Defiance County, OH
19620			48165	Del Rio, TX
19620		48465	48165	Val Verde County, TX
19700			27044	Deming, NM
19700		35029	27044	Luna County, NM
19760			35419	De Ridder, LA
19760		22011	35419	Beauregard Parish, LA
19860			23674	Dickinson, ND
19860		38007	827	Billings County, ND
19860		38089	22847	Stark County, ND
19900			30912	Dillon, SC
19900		45033	30912	Dillon County, SC
19940			34919	Dixon, IL
19940		17103	34919	Lee County, IL
19980			33692	Dodge City, KS
19980		20057	33692	Ford County, KS
20060			49098	Douglas, GA
20060		13003	8230	Atkinson County, GA
20060		13069	40868	Coffee County, GA
20140			57595	Dublin, GA
20140		13167	9300	Johnson County, GA
20140		13175	48295	Laurens County, GA
20180			82324	DuBois, PA
20180		42033	82324	Clearfield County, PA
20300			20736	Dumas, TX
20300		48341	20736	Moore County, TX
20340			43487	Duncan, OK
20340		40137	43487	Stephens County, OK
20380			115761	Dunn, NC
20380		37085	115761	Harnett County, NC
20420			51464	Durango, CO
20420		8067	51464	La Plata County, CO
20460			40783	Durant, OK
20460		40013	40783	Bryan County, OK
20540			37811	Dyersburg, TN
20540		47045	37811	Dyer County, TN
20580			53203	Eagle Pass, TX
20580		48323	53203	Maverick County, TX
20620			107722	East Liverpool-Salem, OH
20620		39029	107722	Columbiana County, OH
20660			36262	Easton, MD
20660		24041	36262	Talbot County, MD
20700			166355	East Stroudsburg, PA
20700		42089	166355	Monroe County, PA
20780			61699	Edwards, CO
20780		8037	53653	Eagle County, CO
20780		8065	8046	Lake County, CO
20820			34424	Effingham, IL
20820		17049	34424	Effingham County, IL
20900			41000	El Campo, TX
20900		48481	41000	Wharton County, TX
20980			42782	El Dorado, AR
20980		5139	42782	Union County, AR
21020			64042	Elizabeth City, NC
21020		37029	9730	Camden County, NC
21020		37139	41578	Pasquotank County, NC
21020		37143	12734	Perquimans County, NC
21120			21116	Elk City, OK
21120		40009	21116	Beckham County, OK
21220			49603	Elko, NV
21220		32007	47896	Elko County, NV
21220		32011	1707	Eureka County, NV
21260			39532	Ellensburg, WA
21260		53037	39532	Kittitas County, WA
21380			36399	Emporia, KS
21380		20017	2798	Chase County, KS
21380		20111	33601	Lyon County, KS
21420			58928	Enid, OK
21420		40047	58928	Garfield County, OK
21460			96782	Enterprise-Ozark, AL
21460		1031	48635	Coffee County, AL
21460		1045	48147	Dale County, AL
21540			36918	Escanaba, MI
21540		26041	36918	Delta County, MI
21580			40678	Espanola, NM
21580		35039	40678	Rio Arriba County, NM
21640			32396	Eufaula, AL-GA
21640		1005	29737	Barbour County, AL
21640		13239	2659	Quitman County, GA
21700			129623	Eureka-Arcata-Fortuna, CA
21700		6023	129623	Humboldt County, CA
21740			20927	Evanston, WY
21740		56041	20927	Uinta County, WY
21860			20245	Fairmont, MN
21860		27091	20245	Martin County, MN
21900			56706	Fairmont, WV
21900		54049	56706	Marion County, WV
21980			24897	Fallon, NV
21980		32001	24897	Churchill County, NV
22060			62723	Faribault-Northfield, MN
22060		27131	62723	Rice County, MN
22100			63884	Farmington, MO
22100		29187	63884	St. Francois County, MO
22260			56588	Fergus Falls, MN
22260		27111	56588	Otter Tail County, MN
22280			52641	Fernley, NV
22280		32019	52641	Lyon County, NV
22300			74538	Findlay, OH
22300		39063	74538	Hancock County, OH
22340			27653	Fitzgerald, GA
22340		13017	17567	Ben Hill County, GA
22340		13155	10086	Irwin County, GA
22580			63415	Forest City, NC
22580		37161	63415	Rutherford County, NC
22620			26255	Forrest City, AR
22620		5123	26255	St. Francis County, AR
22700			38346	Fort Dodge, IA
22700		19187	38346	Webster County, IA
22780			46457	Fort Leonard Wood, MO
22780		29169	46457	Pulaski County, MO
22800			42574	Fort Madison-Keokuk, IA-MO
22800		19111	35447	Lee County, IA
22800		29045	7127	Clark County, MO
22820			27850	Fort Morgan, CO
22820		8087	27850	Morgan County, CO
22840			69380	Fort Payne, AL
22840		1049	69380	DeKalb County, AL
22860			46616	Fort Polk South, LA
22860		22115	46616	Vernon Parish, LA
22980			27247	Fort Valley, GA
22980		13225	27247	Peach County, GA
23140			34367	Frankfort, IN
23140		18023	34367	Clinton County, IN
23180			70758	Frankfort, KY
23180		21005	21790	Anderson County, KY
23180		21073	48968	Franklin County, KY
23240			24180	Fredericksburg, TX
23240		48171	24180	Gillespie County, TX
23300			46537	Freeport, IL
23300		17177	46537	Stephenson County, IL
23340			35640	Fremont, NE
23340		31053	35640	Dodge County, NE
23380			60071	Fremont, OH
23380		39143	60071	Sandusky County, OH
23500			54714	Gaffney, SC
23500		45021	54714	Cherokee County, SC
23620			38650	Gainesville, TX
23620		48097	38650	Cooke County, TX
23660			69057	Galesburg, IL
23660		17095	51648	Knox County, IL
23660		17187	17409	Warren County, IL
23700			70513	Gallup, NM
23700		35031	70513	McKinley County, NM
23780			42074	Garden City, KS
23780		20055	42074	Finney County, KS
23820			45464	Gardnerville Ranchos, NV
23820		32005	45464	Douglas County, NV
23860			60703	Georgetown, SC
23860		45043	60703	Georgetown County, SC
23900			102323	Gettysburg, PA
23900		42001	102323	Adams County, PA
23940			43967	Gillette, WY
23940		56005	43967	Campbell County, WY
23980			51810	Glasgow, KY
23980		21009	41747	Barren County, KY
23980		21169	10063	Metcalfe County, KY
24100			55053	Gloversville, NY
24100		36035	55053	Fulton County, NY
24180			59493	Granbury, TX
24180		48221	51462	Hood County, TX
24180		48425	8031	Somervell County, TX
24260			71596	Grand Island, NE
24260		31079	57487	Hall County, NE
24260		31093	6443	Howard County, NE
24260		31121	7666	Merrick County, NE
24380			27036	Grants, NM
24380		35006	27036	Cibola County, NM
24420			81026	Grants Pass, OR
24420		41033	81026	Josephine County, OR
24460			27464	Great Bend, KS
24460		20009	27464	Barton County, KS
24620			66282	Greeneville, TN
24620		47059	66282	Greene County, TN
24700			25079	Greensburg, IN
24700		18031	25079	Decatur County, IN
24740			54616	Greenville, MS
24740		28151	54616	Washington County, MS
24820			51814	Greenville, OH
24820		39037	51814	Darke County, OH
24900			44841	Greenwood, MS
24900		28015	10278	Carroll County, MS
24900		28083	34563	Leflore County, MS
24940			69671	Greenwood, SC
24940		45047	69671	Greenwood County, SC
24980			23046	Grenada, MS
24980		28043	23046	Grenada County, MS
25100			21135	Guymon, OK
25100		40139	21135	Texas County, OK
25220			118688	Hammond, LA
25220		22105	118688	Tangipahoa Parish, LA
25300			38083	Hannibal, MO
25300		29127	28449	Marion County, MO
25300		29173	9634	Ralls County, MO
25340			53508	Harriman, TN
25340		47145	53508	Roane County, TN
25380			25738	Harrisburg, IL
25380		17165	25738	Saline County, IL
25460			45012	Harrison, AR
25460		5009	36821	Boone County, AR
25460		5101	8191	Newton County, AR
25580			39529	Hastings, NE
25580		31001	33324	Adams County, NE
25580		31035	6205	Clay County, NE
25660			16632	Havre, MT
25660		30041	16632	Hill County, MT
25700			27739	Hays, KS
25700		20051	27739	Ellis County, KS
25720			21600	Heber, UT
25720		49051	21600	Wasatch County, UT
25740			73412	Helena, MT
25740		30043	11470	Jefferson County, MT
25740		30049	61942	Lewis and Clark County, MT
25760			20921	Helena-West Helena, AR
25760		5107	20921	Phillips County, AR
25780			43056	Henderson, NC
25780		37181	43056	Vance County, NC
25820			18353	Hereford, TX
25820		48117	18353	Deaf Smith County, TX
25900			177835	Hilo, HI
25900		15001	177835	Hawaii County, HI
25940			178436	Hilton Head Island-Beaufort, SC
25940		45013	155215	Beaufort County, SC
25940		45053	23221	Jasper County, SC
26020			60232	Hobbs, NM
26020		35025	60232	Lea County, NM
26140			140357	Homosassa Springs, FL
26140		12017	140357	Citrus County, FL
26220			21883	Hood River, OR
26220		41027	21883	Hood River County, OR
26260			32191	Hope, AR
26260		5057	23027	Hempstead County, AR
26260		5099	9164	Nevada County, AR
26340			37638	Houghton, MI
26340		26061	35333	Houghton County, MI
26340		26083	2305	Keweenaw County, MI
26460			61618	Hudson, NY
26460		36021	61618	Columbia County, NY
26480			49468	Humboldt, TN
26480		47053	49468	Gibson County, TN
26500			45395	Huntingdon, PA
26500		42061	45395	Huntingdon County, PA
26540			37777	Huntington, IN
26540		18069	37777	Huntington County, IN
26660			64119	Huntsville, TX
26660		48471	64119	Walker County, TX
26700			16266	Huron, SD
26700		46005	16266	Beadle County, SD
26740			63357	Hutchinson, KS
26740		20155	63357	Reno County, KS
26780			36939	Hutchinson, MN
26780		27085	36939	McLeod County, MN
26860			87450	Indiana, PA
26860		42063	87450	Indiana County, PA
26940			29610	Indianola, MS
26940		28133	29610	Sunflower County, MS
27020			31245	Iron Mountain, MI-WI
27020		26043	26691	Dickinson County, MI
27020		55037	4554	Florence County, WI
27220			30047	Jackson, WY-ID
27220		16081	9337	Teton County, ID
27220		56039	20710	Teton County, WY
27300			40090	Jacksonville, IL
27300		17137	34897	Morgan County, IL
27300		17171	5193	Scott County, IL
27380			48473	Jacksonville, TX
27380		48073	48473	Cherokee County, TX
27420			20463	Jamestown, ND
27420		38093	20463	Stutsman County, ND
27460			133503	Jamestown-Dunkirk-Fredonia, NY
27460		36013	133503	Chautauqua County, NY
27540			53678	Jasper, IN
27540		18037	41419	Dubois County, IN
27540		18125	12259	Pike County, IN
27660			31097	Jennings, LA
27660		22053	31097	Jefferson Davis Parish, LA
27700			29407	Jesup, GA
27700		13305	29407	Wayne County, GA
27940			30796	Juneau, AK
27940		2110	30796	Juneau City and Borough, AK
27980			145157	Kahului-Wailuku, HI
27980		15009	145157	Maui County, HI
28060			89624	Kalispell, MT
28060		30029	89624	Flathead County, MT
28180			64529	Kapaa, HI
28180		15007	64529	Kauai County, HI
28260			52274	Kearney, NE
28260		31019	45814	Buffalo County, NE
28260		31099	6460	Kearney County, NE
28300			77045	Keene, NH
28300		33005	77045	Cheshire County, NH
28340			48028	Kendallville, IN
28340		18113	48028	Noble County, IN
28380			31039	Kennett, MO
28380		29069	31039	Dunklin County, MO
28500			48381	Kerrville, TX
28500		48265	48381	Kerr County, TX
28540			13005	Ketchikan, AK
28540		2130	13005	Ketchikan Gateway Borough, AK
28580			73165	Key West, FL
28580		12087	73165	Monroe County, FL
28620			34296	Kill Devil Hills, NC
28620		37055	34296	Dare County, NC
28780			31016	Kingsville, TX
28780		48261	369	Kenedy County, TX
28780		48273	30647	Kleberg County, TX
28820			56387	Kinston, NC
28820		37107	56387	Lenoir County, NC
28860			29279	Kirksville, MO
28860		29001	25135	Adair County, MO
28860		29197	4144	Schuyler County, MO
28900			66247	Klamath Falls, OR
28900		41035	66247	Klamath County, OR
28980			13346	Kodiak, AK
28980		2150	13346	Kodiak Island Borough, AK
29060			61358	Laconia, NH
29060		33001	61358	Belknap County, NH
29220			40970	La Follette, TN
29220		47013	40970	Campbell County, TN
29260			25038	La Grande, OR
29260		41061	25038	Union County, OR
29300			64653	LaGrange, GA
29300		13285	64653	Troup County, GA
29380			69264	Lake City, FL
29380		12023	69264	Columbia County, FL
29500			13657	Lamesa, TX
29500		48115	13657	Dawson County, TX
29580			77767	Lancaster, SC
29580		45057	77767	Lancaster County, SC
29660			33979	Laramie, WY
29660		56001	33979	Albany County, WY
29780			28323	Las Vegas, NM
29780		35047	28323	San Miguel County, NM
29860			85716	Laurel, MS
29860		28061	17940	Jasper County, MS
29860		28067	67776	Jones County, MS
29900			36292	Laurinburg, NC
29900		37165	36292	Scotland County, NC
29980			41314	Lawrenceburg, TN
29980		47099	41314	Lawrence County, TN
30060			35432	Lebanon, MO
30060		29105	35432	Laclede County, MO
30100			171739	Lebanon, NH-VT
30100		33009	86291	Grafton County, NH
30100		50017	28896	Orange County, VT
30100		50027	56552	Windsor County, VT
30220			22272	Levelland, TX
30220		48219	22272	Hockley County, TX
30260			43560	Lewisburg, PA
30260		42119	43560	Union County, PA
30280			30279	Lewisburg, TN
30280		47117	30279	Marshall County, TN
30380			45937	Lewistown, PA
30380		42087	45937	Mifflin County, PA
30420			26920	Lexington, NE
30420		31047	25076	Dawson County, NE
30420		31073	1844	Gosper County, NE
30500			102999	Lexington Park, MD
30500		24037	102999	St. Mary's County, MD
30580			23013	Liberal, KS
30580		20175	23013	Seward County, KS
30660			29776	Lincoln, IL
30660		17107	29776	Logan County, IL
30740			76043	Lincolnton, NC
30740		37109	76043	Lincoln County, NC
30820			36797	Lock Haven, PA
30820		42035	36797	Clinton County, PA
30900			39065	Logansport, IN
30900		18017	39065	Cass County, IN
30940			57749	London, KY
30940		21125	57749	Laurel County, KY
31060			18074	Los Alamos, NM
31060		35028	18074	Los Alamos County, NM
31260			83675	Lufkin, TX
31260		48005	83675	Angelina County, TX
31300			129559	Lumberton, NC
31300		37155	129559	Robeson County, NC
31380			32770	Macomb, IL
31380		17109	32770	McDonough County, IL
31500			33010	Madison, IN
31500		18077	33010	Jefferson County, IN
31580			46167	Madisonville, KY
31580		21107	46167	Hopkins County, KY
31620			23854	Magnolia, AR
31620		5027	23854	Columbia County, AR
31660			50274	Malone, NY
31660		36033	50274	Franklin County, NY
31820			80583	Manitowoc, WI
31820		55071	80583	Manitowoc County, WI
31940			65937	Marinette, WI-MI
31940		26109	23969	Menominee County, MI
31940		55075	41968	Marinette County, WI
31980			68796	Marion, IN
31980		18053	68796	Grant County, IN
32020			65655	Marion, OH
32020		39101	65655	Marion County, OH
32060			65169	Marion-Herrin, IL
32060		17199	65169	Williamson County, IL
32100			65703	Marquette, MI
32100		26103	65703	Marquette County, MI
32140			25074	Marshall, MN
32140		27083	25074	Lyon County, MN
32180			22821	Marshall, MO
32180		29195	22821	Saline County, MO
32220			64795	Marshall, TX
32220		48203	64795	Harrison County, TX
32260			39259	Marshalltown, IA
32260		19127	39259	Marshall County, IA
32270			73932	Marshfield-Wisconsin Rapids, WI
32270		55141	73932	Wood County, WI
32280			33459	Martin, TN
32280		47183	33459	Weakley County, TN
32300			69523	Martinsville, VA
32300		51089	54888	Henry County, VA
32300		51690	14635	Martinsville city, VA
32340			22130	Maryville, MO
32340		29147	22130	Nodaway County, MO
32380			51150	Mason City, IA
32380		19033	43609	Cerro Gordo County, IA
32380		19195	7541	Worth County, IA
32460			37719	Mayfield, KY
32460		21083	37719	Graves County, KY
32500			31130	Maysville, KY
32500		21135	13752	Lewis County, KY
32500		21161	17378	Mason County, KY
32540			45211	McAlester, OK
32540		40121	45211	Pittsburg County, OK
32620			52872	McComb, MS
32620		28005	13038	Amite County, MS
32620		28113	39834	Pike County, MS
32660			40481	McMinnville, TN
32660		47177	40481	Warren County, TN
32700			28866	McPherson, KS
32700		20113	28866	McPherson County, KS
32740			88521	Meadville, PA
32740		42039	88521	Crawford County, PA
32860			42968	Menomonie, WI
32860		55033	42968	Dunn County, WI
32940			106139	Meridian, MS
32940		28023	17207	Clarke County, MS
32940		28069	9833	Kemper County, MS
32940		28075	79099	Lauderdale County, MS
32980			29404	Merrill, WI
32980		55069	29404	Lincoln County, WI
33020			25556	Mexico, MO
33020		29007	25556	Audrain County, MO
33060			31629	Miami, OK
33060		40115	31629	Ottawa County, OK
33180			28972	Middlesborough, KY
33180		21013	28972	Bell County, KY
33220			82548	Midland, MI
33220		26111	82548	Midland County, MI
33300			55556	Milledgeville, GA
33300		13009	46337	Baldwin County, GA
33300		13141	9219	Hancock County, GA
33380			40544	Minden, LA
33380		22119	40544	Webster Parish, LA
33420			27567	Mineral Wells, TX
33420		48363	27567	Palo Pinto County, TX
33500			64412	Minot, ND
33500		38049	5173	McHenry County, ND
33500		38075	2227	Renville County, ND
33500		38101	57012	Ward County, ND
33580			22482	Mitchell, SD
33580		46035	18929	Davison County, SD
33580		46061	3553	Hanson County, SD
33620			25501	Moberly, MO
33620		29175	25501	Randolph County, MO
33820			36110	Monroe, WI
33820		55045	36110	Green County, WI
33940			41412	Montrose, CO
33940		8085	41412	Montrose County, CO
33980			64423	Morehead City, NC
33980		37031	64423	Carteret County, NC
34020			50815	Morgan City, LA
34020		22101	50815	St. Mary Parish, LA
34140			38046	Moscow, ID
34140		16057	38046	Latah County, ID
34180			88098	Moses Lake, WA
34180		53025	88098	Grant County, WA
34220			45596	Moultrie, GA
34220		13071	45596	Colquitt County, GA
34260			42157	Mountain Home, AR
34260		5005	42157	Baxter County, AR
34300			28820	Mountain Home, ID
34300		16039	28820	Elmore County, ID
34340			72496	Mount Airy, NC
34340		37171	72496	Surry County, NC
34380			67176	Mount Pleasant, MI
34380		26073	67176	Isabella County, MI
34420			30206	Mount Pleasant, TX
34420		48449	30206	Titus County, TX
34460			44046	Mount Sterling, KY
34460		21011	11618	Bath County, KY
34460		21165	6593	Menifee County, KY
34460		21173	25835	Montgomery County, KY
34500			48040	Mount Vernon, IL
34500		17065	8096	Hamilton County, IL
34500		17081	39944	Jefferson County, IL
34540			59637	Mount Vernon, OH
34540		39083	59637	Knox County, OH
34660			36348	Murray, KY
34660		21035	36348	Calloway County, KY
34700			54179	Muscatine, IA
34700		19115	11245	Louisa County, IA
34700		19139	42934	Muscatine County, IA
34780			71412	Muskogee, OK
34780		40101	71412	Muskogee County, OK
34860			64117	Nacogdoches, TX
34860		48347	64117	Nacogdoches County, TX
35020			49711	Natchez, MS-LA
35020		22029	18989	Concordia Parish, LA
35020		28001	30722	Adams County, MS
35060			39255	Natchitoches, LA
35060		22069	39255	Natchitoches Parish, LA
35100			121022	New Bern, NC
35100		37049	98529	Craven County, NC
35100		37103	10071	Jones County, NC
35100		37137	12422	Pamlico County, NC
35140			38763	Newberry, SC
35140		45071	38763	Newberry County, SC
35220			47827	New Castle, IN
35220		18065	47827	Henry County, IN
35260			90160	New Castle, PA
35260		42073	90160	Lawrence County, PA
35340			75101	New Iberia, LA
35340		22045	75101	Iberia Parish, LA
35420			91137	New Philadelphia-Dover, OH
35420		39157	91137	Tuscarawas County, OH
35460			36047	Newport, TN
35460		47029	36047	Cocke County, TN
35500			36257	Newton, IA
35500		19099	36257	Jasper County, IA
35580			25603	New Ulm, MN
35580		27015	25603	Brown County, MN
