CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,NPOPCHG_2000,NPOPCHG_2001,NPOPCHG_2002,NPOPCHG_2003,NPOPCHG_2004,NPOPCHG_2005,NPOPCHG_2006,NPOPCHG_2007,NPOPCHG_2008,NPOPCHG_2009,NATURALINC2000,NATURALINC2001,NATURALINC2002,NATURALINC2003,NATURALINC2004,NATURALINC2005,NATURALINC2006,NATURALINC2007,NATURALINC2008,NATURALINC2009,BIRTHS2000,BIRTHS2001,BIRTHS2002,BIRTHS2003,BIRTHS2004,BIRTHS2005,BIRTHS2006,BIRTHS2007,BIRTHS2008,BIRTHS2009,DEATHS2000,DEATHS2001,DEATHS2002,DEATHS2003,DEATHS2004,DEATHS2005,DEATHS2006,DEATHS2007,DEATHS2008,DEATHS2009,NETMIG2000,NETMIG2001,NETMIG2002,NETMIG2003,NETMIG2004,NETMIG2005,NETMIG2006,NETMIG2007,NETMIG2008,NETMIG2009,INTERNATIONALMIG2000,INTERNATIONALMIG2001,INTERNATIONALMIG2002,INTERNATIONALMIG2003,INTERNATIONALMIG2004,INTERNATIONALMIG2005,INTERNATIONALMIG2006,INTERNATIONALMIG2007,INTERNATIONALMIG2008,INTERNATIONALMIG2009,DOMESTICMIG2000,DOMESTICMIG2001,DOMESTICMIG2002,DOMESTICMIG2003,DOMESTICMIG2004,DOMESTICMIG2005,DOMESTICMIG2006,DOMESTICMIG2007,DOMESTICMIG2008,DOMESTICMIG2009,RESIDUAL2000,RESIDUAL2001,RESIDUAL2002,RESIDUAL2003,RESIDUAL2004,RESIDUAL2005,RESIDUAL2006,RESIDUAL2007,RESIDUAL2008,RESIDUAL2009
26420,,48339,"Montgomery County, TX",County or equivalent,293768,293767,297345,311693,326872,341928,358333,373445,393601,412630,431238,447718,3578,14348,15179,15056,16405,15112,20156,19029,18608,16480,613,2615,2682,2934,2974,3093,3289,3575,3827,3923,1094,4703,4840,5127,5161,5380,5795,6150,6513,6770,481,2088,2158,2193,2187,2287,2506,2575,2686,2847,3033,11590,12298,11545,13657,11913,16667,15147,14501,12294,331,1263,1192,1027,952,981,1002,902,877,879,2702,10327,11106,10518,12705,10932,15665,14245,13624,11415,-68,143,199,577,-226,106,200,307,280,263
26420,,48407,"San Jacinto County, TX",County or equivalent,22246,22241,22450,22762,23154,23707,24224,24342,24357,24790,24836,24902,209,312,392,553,517,118,15,433,46,66,-11,66,50,39,-6,35,54,14,-5,25,46,283,273,261,229,243,293,281,276,263,57,217,223,222,235,208,239,267,281,238,224,268,358,514,560,106,-20,418,52,32,2,29,28,23,24,26,28,23,22,21,222,239,330,491,536,80,-48,395,30,11,-4,-22,-16,0,-37,-23,-19,1,-1,9
26420,,48473,"Waller County, TX",County or equivalent,32663,32662,32842,33208,33960,34735,34721,34505,34929,35827,35970,36530,180,366,752,775,-14,-216,424,898,143,560,49,266,261,289,230,273,301,361,345,312,109,507,494,540,493,547,575,626,593,572,60,241,233,251,263,274,274,265,248,260,129,137,513,507,-210,-458,151,538,-204,248,26,114,105,86,83,84,80,74,74,77,103,23,408,421,-293,-542,71,464,-278,171,2,-37,-22,-21,-34,-31,-28,-1,2,0
26580,,,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,288649,288651,288355,287090,286049,286179,285280,284527,284789,284743,284903,285624,-296,-1265,-1041,130,-899,-753,262,-46,160,721,30,152,-157,-9,-65,-117,208,270,-56,-135,807,3492,3304,3356,3410,3365,3473,3582,3385,3272,777,3340,3461,3365,3475,3482,3265,3312,3441,3407,-330,-1143,-597,521,-607,-364,239,-265,223,816,15,105,91,65,90,87,96,83,83,80,-345,-1248,-688,456,-697,-451,143,-348,140,736,4,-274,-287,-382,-227,-272,-185,-51,-7,40
26580,,21019,"Boyd County, KY",County or equivalent,49752,49752,49662,49565,49440,49495,49193,48931,48747,48565,48573,48527,-90,-97,-125,55,-302,-262,-184,-182,8,-46,-42,-21,-96,17,-9,-34,47,106,47,2,115,561,560,591,637,568,622,660,638,574,157,582,656,574,646,602,575,554,591,572,-51,-21,23,105,-252,-186,-212,-291,-48,-92,1,12,9,2,12,7,9,7,9,7,-52,-33,14,103,-264,-193,-221,-298,-57,-99,3,-55,-52,-67,-41,-42,-19,3,9,44
26580,,21089,"Greenup County, KY",County or equivalent,36891,36888,36832,36896,36780,36929,36916,36946,37342,37508,37771,38020,-56,64,-116,149,-13,30,396,166,263,249,-6,38,-48,28,22,62,22,-20,-46,-24,99,437,369,420,432,446,421,366,399,421,105,399,417,392,410,384,399,386,445,445,-50,64,-27,168,-7,8,386,193,304,253,0,0,0,-2,2,0,1,0,2,0,-50,64,-27,170,-9,8,385,193,302,253,0,-38,-41,-47,-28,-40,-12,-7,5,20
26580,,39087,"Lawrence County, OH",County or equivalent,62319,62323,62252,61991,61871,62183,62157,62447,62773,62758,62692,62744,-71,-261,-120,312,-26,290,326,-15,-66,52,18,48,-59,26,-6,30,98,49,51,-8,189,780,711,749,735,764,801,805,770,735,171,732,770,723,741,734,703,756,719,743,-90,-249,2,353,27,324,276,-49,-110,69,0,19,18,16,16,17,18,16,15,16,-90,-268,-16,337,11,307,258,-65,-125,53,1,-60,-63,-67,-47,-64,-48,-15,-7,-9
26580,,54011,"Cabell County, WV",County or equivalent,96784,96785,96709,95936,95549,95228,94824,94290,94322,94430,94506,95214,-76,-773,-387,-321,-404,-534,32,108,76,708,20,39,39,-93,-63,-127,48,116,-66,-52,275,1210,1156,1128,1169,1134,1171,1267,1151,1119,255,1171,1117,1221,1232,1261,1123,1151,1217,1171,-100,-730,-337,-90,-262,-311,63,19,157,790,13,60,50,37,44,48,52,45,43,43,-113,-790,-387,-127,-306,-359,11,-26,114,747,4,-82,-89,-138,-79,-96,-79,-27,-15,-30
26580,,54099,"Wayne County, WV",County or equivalent,42903,42903,42900,42702,42409,42344,42190,41913,41605,41482,41361,41119,-3,-198,-293,-65,-154,-277,-308,-123,-121,-242,40,48,7,13,-9,-48,-7,19,-42,-53,129,504,508,468,437,453,458,484,427,423,89,456,501,455,446,501,465,465,469,476,-39,-207,-258,-15,-113,-199,-274,-137,-80,-204,1,14,14,12,16,15,16,15,14,14,-40,-221,-272,-27,-129,-214,-290,-152,-94,-218,-4,-39,-42,-63,-32,-30,-27,-5,1,15
26620,,,"Huntsville, AL",Metropolitan Statistical Area,342376,342628,343798,347907,353145,358448,363221,370064,379304,387705,397228,406316,1170,4109,5238,5303,4773,6843,9240,8401,9523,9088,506,1869,1634,1541,1461,1763,1847,1998,2132,1992,1163,4628,4318,4395,4408,4676,4747,5073,5260,5168,657,2759,2684,2854,2947,2913,2900,3075,3128,3176,656,2208,3567,3723,3238,5157,7445,6359,7289,7077,183,661,594,454,696,650,718,622,616,601,473,1547,2973,3269,2542,4507,6727,5737,6673,6476,8,32,37,39,74,-77,-52,44,102,19
26620,,1083,"Limestone County, AL",County or equivalent,65676,65676,65930,66643,67108,67685,68407,69792,71795,73909,76314,78572,254,713,465,577,722,1385,2003,2114,2405,2258,124,366,288,167,215,300,269,320,351,297,253,923,834,792,808,889,877,963,978,969,129,557,546,625,593,589,608,643,627,672,128,407,241,482,573,1154,1787,1778,2022,1956,9,53,47,39,48,42,46,41,39,39,119,354,194,443,525,1112,1741,1737,1983,1917,2,-60,-64,-72,-66,-69,-53,16,32,5
26620,,1089,"Madison County, AL",County or equivalent,276700,276952,277868,281264,286037,290763,294814,300272,307509,313796,320914,327744,916,3396,4773,4726,4051,5458,7237,6287,7118,6830,382,1503,1346,1374,1246,1463,1578,1678,1781,1695,910,3705,3484,3603,3600,3787,3870,4110,4282,4199,528,2202,2138,2229,2354,2324,2292,2432,2501,2504,528,1801,3326,3241,2665,4003,5658,4581,5267,5121,174,608,547,415,648,608,672,581,577,562,354,1193,2779,2826,2017,3395,4986,4000,4690,4559,6,92,101,111,140,-8,1,28,70,14
26820,,,"Idaho Falls, ID",Metropolitan Statistical Area,101677,101677,102081,102916,104289,106193,109171,111855,115330,119210,123123,126131,404,835,1373,1904,2978,2684,3475,3880,3913,3008,329,1128,1099,1203,1322,1503,1507,1633,1804,1798,459,1853,1852,1947,2100,2228,2264,2460,2642,2635,130,725,753,744,778,725,757,827,838,837,69,-189,386,823,1784,1288,2037,2231,2092,1204,40,154,147,116,117,124,125,105,105,106,29,-343,239,707,1667,1164,1912,2126,1987,1098,6,-104,-112,-122,-128,-107,-69,16,17,6
26820,,16019,"Bonneville County, ID",County or equivalent,82522,82522,82867,83656,84643,86208,88696,90666,93497,96444,99254,101329,345,789,987,1565,2488,1970,2831,2947,2810,2075,265,883,888,960,1057,1184,1176,1238,1378,1360,370,1482,1511,1578,1703,1783,1813,1951,2098,2063,105,599,623,618,646,599,637,713,720,703,75,-6,195,702,1538,872,1708,1696,1423,707,34,108,108,86,86,96,95,81,79,80,41,-114,87,616,1452,776,1613,1615,1344,627,5,-88,-96,-97,-107,-86,-53,13,9,8
26820,,16051,"Jefferson County, ID",County or equivalent,19155,19155,19214,19260,19646,19985,20475,21189,21833,22766,23869,24802,59,46,386,339,490,714,644,933,1103,933,64,245,211,243,265,319,331,395,426,438,89,371,341,369,397,445,451,509,544,572,25,126,130,126,132,126,120,114,118,134,-6,-183,191,121,246,416,329,535,669,497,6,46,39,30,31,28,30,24,26,26,-12,-229,152,91,215,388,299,511,643,471,1,-16,-16,-25,-21,-21,-16,3,8,-2
26900,,,"Indianapolis-Carmel, IN",Metropolitan Statistical Area,1525104,1525103,1531156,1556076,1578239,1600165,1622935,1645027,1671898,1697656,1720796,1743658,6053,24920,22163,21926,22770,22092,26871,25758,23140,22862,2957,11865,11826,12316,12809,12230,13076,13737,13788,13121,5914,24521,24308,24654,25487,25104,25712,26538,26391,26125,2957,12656,12482,12338,12678,12874,12636,12801,12603,13004,3176,12757,9852,8965,10008,10818,14548,11892,9264,9843,930,3546,3378,2969,2971,3126,3187,2891,2799,2809,2246,9211,6474,5996,7037,7692,11361,9001,6465,7034,-80,298,485,645,-47,-956,-753,129,88,-102
26900,,18011,"Boone County, IN",County or equivalent,46107,46107,46380,47095,48171,49160,50305,51427,52970,54009,54964,56287,273,715,1076,989,1145,1122,1543,1039,955,1323,12,236,202,230,258,340,258,235,279,329,135,657,626,671,670,718,709,659,736,777,123,421,424,441,412,378,451,424,457,448,265,524,897,786,951,831,1314,800,675,998,7,27,26,19,25,24,25,20,21,22,258,497,871,767,926,807,1289,780,654,976,-4,-45,-23,-27,-64,-49,-29,4,1,-4
26900,,18013,"Brown County, IN",County or equivalent,14957,14956,14987,15111,15174,15125,15063,14877,14847,14716,14633,14548,31,124,63,-49,-62,-186,-30,-131,-83,-85,-10,50,-4,24,1,-26,-39,-24,0,-35,34,158,151,146,142,91,99,106,130,102,44,108,155,122,141,117,138,130,130,137,43,88,79,-48,-52,-149,18,-106,-86,-58,2,5,3,1,2,0,2,0,0,0,41,83,76,-49,-54,-149,16,-106,-86,-58,-2,-14,-12,-25,-11,-11,-9,-1,3,8
26900,,18057,"Hamilton County, IN",County or equivalent,182740,182740,185301,196338,207867,219820,231811,242100,252406,261910,270936,279287,2561,11037,11529,11953,11991,10289,10306,9504,9026,8351,561,2305,2335,2569,2752,2586,2676,2666,2878,3047,763,3292,3326,3519,3733,3645,3766,3822,4038,4273,202,987,991,950,981,1059,1090,1156,1160,1226,2034,7532,8040,7864,8183,7650,7568,6706,6036,5175,101,368,337,290,292,295,301,277,272,272,1933,7164,7703,7574,7891,7355,7267,6429,5764,4903,-34,1200,1154,1520,1056,53,62,132,112,129
26900,,18059,"Hancock County, IN",County or equivalent,55391,55395,55662,56593,57980,59222,60429,62415,64646,66227,67265,68334,267,931,1387,1242,1207,1986,2231,1581,1038,1069,83,267,284,379,362,330,456,369,459,482,195,711,705,816,817,869,932,864,967,1025,112,444,421,437,455,539,476,495,508,543,187,712,1134,896,916,1708,1810,1202,582,598,1,7,10,8,14,11,13,10,10,10,186,705,1124,888,902,1697,1797,1192,572,588,-3,-48,-31,-33,-71,-52,-35,10,-3,-11
26900,,18063,"Hendricks County, IN",County or equivalent,104093,104093,105367,109913,114677,118401,122824,126336,130185,134789,137828,140606,1274,4546,4764,3724,4423,3512,3849,4604,3039,2778,200,817,838,670,861,763,835,928,947,942,337,1524,1519,1433,1556,1561,1659,1828,1790,1804,137,707,681,763,695,798,824,900,843,862,1098,3777,3948,3015,3764,2869,3084,3630,2078,1838,27,105,94,81,80,84,84,75,72,74,1071,3672,3854,2934,3684,2785,3000,3555,2006,1764,-24,-48,-22,39,-202,-120,-70,46,14,-2
26900,,18081,"Johnson County, IN",County or equivalent,115209,115206,115936,118745,121883,124013,126426,129336,133188,136657,139722,141501,730,2809,3138,2130,2413,2910,3852,3469,3065,1779,188,663,707,661,678,594,735,780,912,799,425,1625,1698,1633,1730,1729,1735,1850,1987,1963,237,962,991,972,1052,1135,1000,1070,1075,1164,556,1913,2216,1305,1517,2076,3075,2650,2126,954,24,108,99,88,101,98,102,92,89,88,532,1805,2117,1217,1416,1978,2973,2558,2037,866,-14,233,215,164,218,240,42,39,27,26
26900,,18097,"Marion County, IN",County or equivalent,860454,860457,860972,865100,864857,865923,866945,868883,873347,878190,883107,890879,515,4128,-243,1066,1022,1938,4464,4843,4917,7772,1727,6761,6900,7180,7323,7123,7606,8334,7735,6987,3550,14574,14470,14568,14978,14709,15026,15610,14857,14294,1823,7813,7570,7388,7655,7586,7420,7276,7122,7307,-1214,-1806,-6484,-5259,-5451,-4315,-2523,-3410,-2763,1030,745,2805,2692,2381,2347,2503,2545,2313,2233,2239,-1959,-4611,-9176,-7640,-7798,-6818,-5068,-5723,-4996,-1209,2,-827,-659,-855,-850,-870,-619,-81,-55,-245
26900,,18109,"Morgan County, IN",County or equivalent,66689,66689,66885,67177,67792,68448,68782,69236,69745,70056,70980,70876,196,292,615,656,334,454,509,311,924,-104,87,390,338,311,318,292,336,246,309,309,204,937,871,890,881,854,865,875,884,898,117,547,533,579,563,562,529,629,575,589,108,-28,342,421,67,235,220,74,616,-398,3,25,24,25,34,37,39,34,33,33,105,-53,318,396,33,198,181,40,583,-431,1,-70,-65,-76,-51,-73,-47,-9,-1,-15
26900,,18133,"Putnam County, IN",County or equivalent,36019,36019,36112,36178,36196,36650,36880,36994,36849,37146,37138,36837,93,66,18,454,230,114,-145,297,-8,-301,58,101,80,91,94,111,79,79,99,108,116,399,395,406,427,390,387,387,429,423,58,298,315,315,333,279,308,308,330,315,38,2,-24,391,169,37,-199,220,-106,-426,3,21,20,16,16,16,17,16,15,16,35,-19,-44,375,153,21,-216,204,-121,-442,-3,-37,-38,-28,-33,-34,-25,-2,-1,17
26900,,18145,"Shelby County, IN",County or equivalent,43445,43441,43554,43826,43642,43403,43470,43423,43715,43956,44223,44503,113,272,-184,-239,67,-47,292,241,267,280,51,275,146,201,162,117,134,124,170,153,155,644,547,572,553,538,534,537,573,566,104,369,401,371,391,421,400,413,403,413,61,43,-296,-406,-56,-124,181,126,106,132,17,75,73,60,60,58,59,54,54,55,44,-32,-369,-466,-116,-182,122,72,52,77,1,-46,-34,-34,-39,-40,-23,-9,-9,-5
26980,,,"Iowa City, IA",Metropolitan Statistical Area,131676,131676,132182,134878,136542,138453,140758,142228,144271,146688,149359,152263,506,2696,1664,1911,2305,1470,2043,2417,2671,2904,257,968,951,1010,1170,952,1041,1186,1171,1176,426,1672,1738,1788,1906,1733,1802,1939,1996,2017,169,704,787,778,736,781,761,753,825,841,239,1512,558,783,1135,546,1017,1239,1500,1732,168,572,526,442,412,413,420,379,361,365,71,940,32,341,723,133,597,860,1139,1367,10,216,155,118,0,-28,-15,-8,0,-4
26980,,19103,"Johnson County, IA",County or equivalent,111006,111006,111481,113878,115560,117459,119747,121191,123171,125536,128145,131005,475,2397,1682,1899,2288,1444,1980,2365,2609,2860,225,875,871,948,1089,915,976,1125,1127,1124,353,1362,1407,1491,1597,1454,1510,1664,1707,1720,128,487,536,543,508,539,534,539,580,596,241,1287,637,800,1180,537,1000,1245,1479,1738,167,559,515,433,402,403,409,369,354,357,74,728,122,367,778,134,591,876,1125,1381,9,235,174,151,19,-8,4,-5,3,-2
26980,,19183,"Washington County, IA",County or equivalent,20670,20670,20701,21000,20982,20994,21011,21037,21100,21152,21214,21258,31,299,-18,12,17,26,63,52,62,44,32,93,80,62,81,37,65,61,44,52,73,310,331,297,309,279,292,275,289,297,41,217,251,235,228,242,227,214,245,245,-2,225,-79,-17,-45,9,17,-6,21,-6,1,13,11,9,10,10,11,10,7,8,-3,212,-90,-26,-55,-1,6,-16,14,-14,1,-19,-19,-33,-19,-20,-19,-3,-3,-2
27060,,,"Ithaca, NY",Metropolitan Statistical Area,96501,96502,96662,97575,98393,99203,99747,99698,99997,100413,101027,101779,160,913,818,810,544,-49,299,416,614,752,79,218,291,306,398,281,269,335,339,414,229,828,867,891,954,914,808,924,977,1002,150,610,576,585,556,633,539,589,638,588,80,802,629,666,228,-232,92,89,283,349,187,737,668,581,524,523,528,489,479,481,-107,65,-39,85,-296,-755,-436,-400,-196,-132,1,-107,-102,-162,-82,-98,-62,-8,-8,-11
27060,,36109,"Tompkins County, NY",County or equivalent,96501,96502,96662,97575,98393,99203,99747,99698,99997,100413,101027,101779,160,913,818,810,544,-49,299,416,614,752,79,218,291,306,398,281,269,335,339,414,229,828,867,891,954,914,808,924,977,1002,150,610,576,585,556,633,539,589,638,588,80,802,629,666,228,-232,92,89,283,349,187,737,668,581,524,523,528,489,479,481,-107,65,-39,85,-296,-755,-436,-400,-196,-132,1,-107,-102,-162,-82,-98,-62,-8,-8,-11
27100,,,"Jackson, MI",Metropolitan Statistical Area,158422,158422,158735,159756,160791,161824,161761,162530,162783,162698,160266,159828,313,1021,1035,1033,-63,769,253,-85,-2432,-438,184,613,543,550,547,510,490,516,538,538,516,2042,1989,2070,2154,2124,2018,2019,2055,2064,332,1429,1446,1520,1607,1614,1528,1503,1517,1526,117,563,642,701,-471,431,-109,-591,-3032,-978,21,115,103,84,90,86,101,89,93,94,96,448,539,617,-561,345,-210,-680,-3125,-1072,12,-155,-150,-218,-139,-172,-128,-10,62,2
27100,,26075,"Jackson County, MI",County or equivalent,158422,158422,158735,159756,160791,161824,161761,162530,162783,162698,160266,159828,313,1021,1035,1033,-63,769,253,-85,-2432,-438,184,613,543,550,547,510,490,516,538,538,516,2042,1989,2070,2154,2124,2018,2019,2055,2064,332,1429,1446,1520,1607,1614,1528,1503,1517,1526,117,563,642,701,-471,431,-109,-591,-3032,-978,21,115,103,84,90,86,101,89,93,94,96,448,539,617,-561,345,-210,-680,-3125,-1072,12,-155,-150,-218,-139,-172,-128,-10,62,2
27140,,,"Jackson, MS",Metropolitan Statistical Area,497197,497200,498252,501182,504423,509068,515995,521493,530664,533801,537194,540866,1052,2930,3241,4645,6927,5498,9171,3137,3393,3672,752,3415,3137,3229,3470,3441,3854,4096,3935,3591,1816,7778,7524,7761,7890,7924,8330,8663,8448,8253,1064,4363,4387,4532,4420,4483,4476,4567,4513,4662,323,-6,552,1878,3985,2522,5652,-1083,-635,-4,74,346,295,174,335,301,335,274,284,272,249,-352,257,1704,3650,2221,5317,-1357,-919,-276,-23,-479,-448,-462,-528,-465,-335,124,93,85
27140,,28029,"Copiah County, MS",County or equivalent,28757,28757,28761,28828,28698,28953,28989,28909,29256,29265,29228,29094,4,67,-130,255,36,-80,347,9,-37,-134,31,140,154,132,158,123,251,217,149,165,101,454,425,395,438,443,518,503,468,457,70,314,271,263,280,320,267,286,319,292,-29,-43,-262,159,-97,-173,117,-210,-185,-304,2,3,-4,-20,18,4,12,3,7,4,-31,-46,-258,179,-115,-177,105,-213,-192,-308,2,-30,-22,-36,-25,-30,-21,2,-1,5
27140,,28049,"Hinds County, MS",County or equivalent,250800,250802,250600,249440,248675,248460,249469,248970,250889,248959,247463,247631,-202,-1160,-765,-215,1009,-499,1919,-1930,-1496,168,405,1846,1790,1759,1876,1861,1990,2105,1976,1874,942,3920,3852,3872,3930,3914,4065,4118,3939,3867,537,2074,2062,2113,2054,2053,2075,2013,1963,1993,-600,-2778,-2332,-1662,-673,-2132,113,-4108,-3534,-1726,35,150,131,83,141,132,143,120,123,120,-635,-2928,-2463,-1745,-814,-2264,-30,-4228,-3657,-1846,-7,-228,-223,-312,-194,-228,-184,73,62,20
27140,,28089,"Madison County, MS",County or equivalent,74674,74674,75063,76526,77994,79780,81976,84406,87251,89505,91494,93097,389,1463,1468,1786,2196,2430,2845,2254,1989,1603,95,454,270,257,245,215,332,389,431,337,291,1273,1203,1244,1207,1217,1368,1468,1477,1433,196,819,933,987,962,1002,1036,1079,1046,1096,308,1110,1284,1587,2063,2258,2527,1826,1533,1199,7,57,46,30,40,38,41,33,33,32,301,1053,1238,1557,2023,2220,2486,1793,1500,1167,-14,-101,-86,-58,-112,-43,-14,39,25,67
27140,,28121,"Rankin County, MS",County or equivalent,115327,115328,116172,118950,121329,124368,128027,131367,135365,138249,140982,143124,844,2778,2379,3039,3659,3340,3998,2884,2733,2142,223,896,860,991,1088,1120,1149,1235,1253,1142,391,1726,1682,1841,1907,1942,1980,2134,2149,2094,168,830,822,850,819,822,831,899,896,952,625,1979,1606,2077,2747,2354,2943,1639,1468,1010,23,113,103,67,107,100,109,94,95,92,602,1866,1503,2010,2640,2254,2834,1545,1373,918,-4,-97,-87,-29,-176,-134,-94,10,12,-10
27140,,28127,"Simpson County, MS",County or equivalent,27639,27639,27656,27438,27727,27507,27534,27841,27903,27823,28027,27920,17,-218,289,-220,27,307,62,-80,204,-107,-2,79,63,90,103,122,132,150,126,73,91,405,362,409,408,408,399,440,415,402,93,326,299,319,305,286,267,290,289,329,19,-274,256,-283,-55,215,-48,-230,83,-183,7,23,19,14,29,27,30,24,26,24,12,-297,237,-297,-84,188,-78,-254,57,-207,0,-23,-30,-27,-21,-30,-22,0,-5,3
27180,,,"Jackson, TN",Metropolitan Statistical Area,107377,107379,107581,108817,109340,109259,110001,110772,112160,112694,113008,113629,202,1236,523,-81,742,771,1388,534,314,621,101,502,508,440,546,470,501,596,594,485,342,1546,1511,1510,1545,1523,1525,1612,1653,1563,241,1044,1003,1070,999,1053,1024,1016,1059,1078,93,833,126,-388,287,412,965,-52,-280,146,34,176,170,151,155,161,162,148,146,145,59,657,-44,-539,132,251,803,-200,-426,1,8,-99,-111,-133,-91,-111,-78,-10,0,-10
27180,,47023,"Chester County, TN",County or equivalent,15540,15542,15568,15845,15857,15549,15793,15879,15978,16078,16284,16312,26,277,12,-308,244,86,99,100,206,28,7,-5,47,28,46,30,34,18,52,38,40,174,185,190,182,169,175,187,202,187,33,179,138,162,136,139,141,169,150,149,20,292,-20,-337,216,73,77,84,154,-7,1,5,4,3,2,3,2,3,2,3,19,287,-24,-340,214,70,75,81,152,-10,-1,-10,-15,1,-18,-17,-12,-2,0,-3
27180,,47113,"Madison County, TN",County or equivalent,91837,91837,92013,92972,93483,93710,94208,94893,96182,96616,96724,97317,176,959,511,227,498,685,1289,434,108,593,94,507,461,412,500,440,467,578,542,447,302,1372,1326,1320,1363,1354,1350,1425,1451,1376,208,865,865,908,863,914,883,847,909,929,73,541,146,-51,71,339,888,-136,-434,153,33,171,166,148,153,158,160,145,144,142,40,370,-20,-199,-82,181,728,-281,-578,11,9,-89,-96,-134,-73,-94,-66,-8,0,-7
27260,,,"Jacksonville, FL",Metropolitan Statistical Area,1122750,1122750,1126224,1148044,1172801,1194706,1222731,1248524,1279132,1301097,1316528,1328144,3474,21820,24757,21905,28025,25793,30608,21965,15431,11616,1671,6483,6413,6168,6590,7478,8280,8828,8245,8035,3897,16379,16327,16688,17397,17714,18748,19226,19004,18901,2226,9896,9914,10520,10807,10236,10468,10398,10759,10866,1787,16273,19075,16342,22905,19497,23115,13113,7109,3518,902,2170,1052,-1184,3225,1740,2728,1615,1960,1760,885,14103,18023,17526,19680,17757,20387,11498,5149,1758,16,-936,-731,-605,-1470,-1182,-787,24,77,63
27260,,12003,"Baker County, FL",County or equivalent,22259,22259,22373,22533,23143,23285,23789,24382,25021,25605,26048,26336,114,160,610,142,504,593,639,584,443,288,19,168,149,163,151,216,179,175,190,185,70,346,352,345,370,377,374,425,405,404,51,178,203,182,219,161,195,250,215,219,95,16,475,16,381,401,475,405,253,104,1,4,1,-5,7,4,7,2,3,2,94,12,474,21,374,397,468,403,250,102,0,-24,-14,-37,-28,-24,-15,4,0,-1
27260,,12019,"Clay County, FL",County or equivalent,140814,140814,141621,145492,150645,155357,162473,168280,176720,182392,185102,186756,807,3871,5153,4712,7116,5807,8440,5672,2710,1654,210,722,703,848,916,850,1027,1113,1012,1093,465,1837,1903,1996,2119,2137,2335,2420,2326,2472,255,1115,1200,1148,1203,1287,1308,1307,1314,1379,608,3260,4497,3816,6504,5111,7511,4510,1707,605,73,189,41,-240,359,153,288,144,198,170,535,3071,4456,4056,6145,4958,7223,4366,1509,435,-11,-111,-47,48,-304,-154,-98,49,-9,-44
27260,,12031,"Duval County, FL",County or equivalent,778879,778866,779803,791064,802673,812238,821644,830828,842100,848841,853116,857040,937,11261,11609,9565,9406,9184,11272,6741,4275,3924,1334,5216,5228,4763,5090,5867,6413,6893,6330,6007,2851,12173,12036,12202,12642,12815,13474,13789,13572,13150,1517,6957,6808,7439,7552,6948,7061,6896,7242,7143,-449,6761,7031,5613,4971,4143,5418,9,-2016,-2018,770,1761,843,-1013,2624,1396,2198,1281,1559,1397,-1219,5000,6188,6626,2347,2747,3220,-1272,-3575,-3415,52,-716,-650,-811,-655,-826,-559,-161,-39,-65
27260,,12089,"Nassau County, FL",County or equivalent,57663,57663,57949,59123,60458,61513,62909,64526,66529,68441,69815,70576,286,1174,1335,1055,1396,1617,2003,1912,1374,761,50,235,167,135,116,157,163,228,239,201,178,736,708,684,731,749,796,785,839,864,128,501,541,549,615,592,633,557,600,663,242,994,1197,950,1366,1521,1880,1669,1120,567,12,46,31,-1,57,40,52,38,42,38,230,948,1166,951,1309,1481,1828,1631,1078,529,-6,-55,-29,-30,-86,-61,-40,15,15,-7
27260,,12109,"St. Johns County, FL",County or equivalent,123135,123148,124478,129832,135882,142313,151916,160508,168762,175818,182447,187436,1330,5354,6050,6431,9603,8592,8254,7056,6629,4989,58,142,166,259,317,388,498,419,474,549,333,1287,1328,1461,1535,1636,1769,1807,1862,2011,275,1145,1162,1202,1218,1248,1271,1388,1388,1462,1291,5242,5875,5947,9683,8321,7831,6520,6045,4260,46,170,136,75,178,147,183,150,158,153,1245,5072,5739,5872,9505,8174,7648,6370,5887,4107,-19,-30,9,225,-397,-117,-75,117,110,180
27340,,,"Jacksonville, NC",Metropolitan Statistical Area,150355,150348,149774,149659,153280,156018,161242,158942,161054,163613,169233,173064,-574,-115,3621,2738,5224,-2300,2112,2559,5620,3831,615,2423,2321,2418,2521,2437,2417,2938,2814,2593,766,3253,3087,3168,3285,3293,3223,3786,3660,3476,151,830,766,750,764,856,806,848,846,883,-1159,-2425,1353,79,2848,-4618,-198,-358,2761,1180,598,-374,-1951,-5629,2312,-150,983,-582,240,-24,-1757,-2051,3304,5708,536,-4468,-1181,224,2521,1204,-30,-113,-53,241,-145,-119,-107,-21,45,58
